id_delito,generico,subgenerico,articulo,des_articulo
212,DELITOS ADUANEROS (LEY 28008),DEFRAUDACIÓN DE RENTAS DE ADUANA,5,Modalidades de defraudación de rentas de aduana
213,DELITOS ADUANEROS (LEY 28008),TENTATIVA,9,Tentativa de los delitos aduaneros
214,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308,Tráfico ilegal de especies de flora y fauna silvestre
215,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310,Delitos contra los bosques o formaciones boscosas
216,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,313,Alteración del ambiente o paisaje
217,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308-B,Extracción ilegal de especies acuáticas
218,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308-C,Depredación de flora y fauna silvestre
219,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310-A,Tráfico ilegal de productos forestales maderables
220,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310-B,Obstrucción de procedimiento
221,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310-C,"Formas agravadas (Art. 310, 310-A, 310-B)"
222,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,304,Contaminación del ambiente
223,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,306,Incumplimiento de las normas relativas al manejo de residuos sólidos
224,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307,Tráfico ilegal de residuos peligrosos
225,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-A,Delito de minería ilegal
226,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-B,Formas agravadas (minería ilegal)
227,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,S/Art,DELITOS DE CONTAMINACIÓN
228,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314,Responsabilidad de funcionario público por otorgamiento ilegal de derechos
229,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314-B,Responsabilidad por información falsa contenida en informes
230,DELITOS TRIBUTARIOS,ELABORAC. Y COMERC. CLANDEST. DE PRODUCTOS,272,Comercio Clandestino
231,"LEY 26859, LEY ORGANICA DE ELECCIONES",DELITOS CONTRA EL DERECHO AL SUFRAGIO,LEY26859,"Ley 26859, Ley Orgánica de Elecciones"
232,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,2,Acceso Ilícito
233,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,3,Atentado contra la integridad de datos informáticos
234,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,4,Atentado contra la integridad de sistemas informáticos
235,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,S/Art,DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS
236,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,8,Fraude informático
237,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,S/Art,DELITOS INFORMÁTICOS CONTRA EL PATRIMONIO
238,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS","LEY Nº 30096, LEY DE DELITOS INFORMATICOS (Sin especificar delito subgenérico)",S/Art,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS"
239,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,326,Participación en grupo armado dirigido por extranjero
240,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,328,Formas agravadas 
241,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA SIMBOLOS Y VALORES DE LA PATRIA,344,"Ultraje a Símbolos, próceres o héroes de la Patria"
242,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,337,Violación de la soberanía extranjera
243,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,S/Art,DE OTROS DELITOS ECONÓMICOS
244,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas
245,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta
246,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,S/Art,DELITOS FINANCIEROS
247,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal
248,CONTRA EL PATRIMONIO,DELITOS INFORMATICOS,207-A,Delito Informático - derogado
249,CONTRA EL PATRIMONIO,DELITOS INFORMATICOS,S/Art,DELITOS INFORMATICOS - derogado
250,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta
251,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,S/Art,FRAUDE EN LA ADMINISTRACIÓN DE PERSONAS JURÍDICAS
252,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso
253,CONTRA EL PATRIMONIO,HURTO,186-A,Dispositivos para asistir a la decodificación de señales de satélite portadoras de programas
254,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad)
255,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,380,Abandono de cargo (abuso de autoridad)
256,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios)
257,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,364,Participación en ejercicio ilegal de la profesión 
258,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,365,Violencia contra la autoridad para obligarle a algo
259,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,370,Atentado contra la conservación e identidad de objeto
260,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,374,Desacato
261,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,375,Perturbación del orden en el lugar donde la autoridad ejerce su función (Desacato)
262,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,"Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios"
263,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,S/Art,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
264,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,403,Ocultamiento de menor a las investigaciones
265,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,410,Avocamiento ilegal de proceso en trámite
266,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,412,Expedición de prueba o informe falso en proceso judicial
267,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,418,Prevaricato
268,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,209,Actos Ilícitos
269,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,LIBRAMIENTO Y COBRO INDEBIDO,215,Modalidades de libramientos indebidos
270,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,145,Alteración o supresión de la filiación de menor
271,CONTRA LA FAMILIA,MATRIMONIOS ILEGALES,141,Autorización ilegal de matrimonio
272,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,429,Omisión de consignar declaraciones en documentos
273,CONTRA LA FE PUBLICA,"FALSIFICACION DE SELLOS, TIMBRES Y MARCAS OFICIALES",435,Fabricación fraudulenta o falsificación de marcas o contraseñas oficiales
274,CONTRA LA FE PUBLICA,"FALSIFICACION DE SELLOS, TIMBRES Y MARCAS OFICIALES",436,Inhabilitación
275,CONTRA LA FE PUBLICA,"FALSIFICACION DE SELLOS, TIMBRES Y MARCAS OFICIALES",S/Art,"FALSIFICACIÓN DE SELLOS, TIMBRES Y MARCAS OFICIALES"
276,CONTRA LA LIBERTAD,OFENSAS AL PUDOR PUBLICO,S/Art,OFENSAS AL PUDOR PUBLICO
277,CONTRA LA LIBERTAD,PROXENETISMO,179-A,Cliente del adolescente
278,CONTRA LA LIBERTAD,VIOLACION DE DOMICILIO,160,Allanamiento ilegal de domicilio
279,CONTRA LA LIBERTAD,VIOLACION DE LA INTIMIDAD,157,Uso indebido de archivos computarizados
280,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD DE EXPRESION,169,Violación de la libertad de expresión
281,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD DE TRABAJO,168-A,Atentado contra las condiciones de seguridad y salud en el trabajo
282,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD DE TRABAJO,168-B,Trabajo forzoso
283,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD DE TRABAJO,S/Art,VIOLACIÓN DE LA LIBERTAD DE TRABAJO
284,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,177,Formas agravadas
285,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,162,Interferencia telefónica
286,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",287,Contaminación o adulteración de alimentos o bebidas y alteración de la fecha de vencimiento
287,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",297,Formas agravadas
288,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",288-B,Uso de productos tóxicos o peligrosos
289,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",296-B,Tráfico Ilícito de Insumos Químicos y Productos Fiscalizados.
290,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",281,Atentado contra la seguridad común
291,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",285,Sustitución o impedimento de funciones en medio de transporte
292,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",S/Art,"DELITOS CONTRA LOS MEDIOS DE TRANSPORTE, COMUNICACIÓN Y OTROS SERVICIOS PÚBLICOS"
293,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,275,Formas agravadas
294,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,277,Daños de obras para la defensa común
295,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,278,Formas culposas
296,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),7,Apología
297,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,317-A,Marcaje o reglaje
298,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,317-B,Banda Criminal
299,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,129,Formas agravadas (Art. 125 y 128)
300,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,355,Impedimento del ejercicio de derecho de sufragio
301,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,359,Atentados contra el derecho de sufragio
302,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,5-C,Defraudación tributaria (D.L. 813)
303,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,1,Actos de conversión y transferencia
304,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,2,Actos de ocultamiento y tenencia
305,DELITOS ADUANEROS (LEY 28008),CONTRABANDO (D.ADUAN.),S/Art,CONTRABANDO
306,DELITOS ADUANEROS (LEY 28008),RECEPTACIÓN ADUANERA,6,Receptación aduanera
307,DELITOS AMBIENTALES,DELITOS AMBIENTALES (Sin especificar delito subgenérico),S/Art,DELITOS AMBIENTALES
308,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,309,"Formas agravadas (art. 308, 308-A,308-B y 308-C)"
309,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,S/Art,DELITOS CONTRA LOS RECURSOS NATURALES
310,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-D,Delito de obstaculización de la fiscalización administrativa (minería ilegal)
311,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-E,Tráfico ilícito de insumos químicos y maquinarias destinados a minería ilegal
312,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,9,Suplantación de identidad
313,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,S/Art,DELITOS INFORMÁTICOS CONTRA LA FE PUBLICA
314,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,5,"Proposiciones a niños, niñas y adolescentes con fines sexuales por medios tecnológicos"
315,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INTIMIDAD Y EL SECRETO DE LAS COMUNICACIONES,S/Art,DELITOS INFORMÁTICOS CONTRA LA INTIMIDAD Y EL SECRETO DE LAS COMUNICACIONES
316,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,11,Agravantes
317,NO TIPIFICADOS,NO TIPIFICADOS,S/N,NO TIPIFICADOS
318,TENTATIVA,TENTATIVA,S/N,TENTATIVA
319,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",235,Adulteración
320,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,253,Alteración de la moneda de curso legal
321,CONTRA EL PATRIMONIO,DAÑOS,207,Producción o venta de alimentos en mal estado para los animales
322,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión
323,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,392,Extensión del tipo (peculado)
324,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,401,Enriquecimiento ilícito (corrupción de funcionarios)
325,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,421,Patrocinio indebido de abogado o mandatario judicial (prevaricato)
326,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,143,Alteración o supresión del estado civil
327,CONTRA LA FAMILIA,MATRIMONIOS ILEGALES,140,Matrimonio con persona casada
328,CONTRA LA FAMILIA,MATRIMONIOS ILEGALES,S/Art,MATRIMONIOS ILEGALES
329,CONTRA LA HUMANIDAD,TORTURA,321,Tortura.
330,CONTRA LA HUMANIDAD,TORTURA,S/Art,TORTURA
331,CONTRA LA LIBERTAD,VIOLACION DE LA INTIMIDAD,155,Agravante por razón de la función
332,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,174,Violación de persona bajo autoridad o vigilancia
333,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",289,Propagación de enfermedad peligrosa o contagiosa
334,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",294-A,"Falsificación, contaminación o adulteración de productos farmacéuticos, dispositivos médicos o productos sanitarios"
335,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",280,Atentado contra los medios de transporte colectivo o de comunicación
336,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),S/Art,DECRETO LEY 25475 (TERRORISMO)
337,CONTRA LA VIDA/EL CUERPO Y LA SALUD,ABORTO,117,Agravación de la pena por la calidad del sujeto
338,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,112,Homicidio piadoso
339,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA LA VOLUNTAD POPULAR (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA VOLUNTAD POPULAR
340,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,222,Fabricación o uso no autorizado de patente
341,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,3,"Transporte, traslado, ingreso o salida por territorio nacional de dinero o títulos valores de origen ilícito"
342,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,311,Utilización indebida de tierras agrícolas
343,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,305,Formas agravadas
344,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-C,Delito de financiamiento de la minería ilegal
345,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314-A,Responsabilidad de los representantes legales de las personas jurídicas
346,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INTIMIDAD Y EL SECRETO DE LAS COMUNICACIONES,7,Interceptación de datos informáticos
347,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,329,Inteligencia desleal con Estado extranjero
348,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,330,Revelación de secretos nacionales
349,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,336,Atentado contra persona que goza de protección internacional
350,CONTRA EL ORDEN ECONOMICO,CONTRA EL ORDEN ECONOMICO (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA EL ORDEN ECONÓMICO
351,CONTRA EL ORDEN ECONOMICO,VENTA ILICITA DE MERCADERIAS,S/Art,VENTA ILÍCITA DE MERCADERÍAS
352,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,246,Instituciones financieras ilegales
353,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,248,Condicionamiento de créditos
354,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,249,Pánico Financiero
355,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,250,Omisión de las provisiones específicas
356,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,251,Desvío fraudulento de crédito promocional
357,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,199,Contabilidad paralela
358,CONTRA EL PATRIMONIO CULTURAL,CONTRA EL PATRIMONIO CULTURAL (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA EL PATRIMONIO CULTURAL
359,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,S/Art,DELITOS CONTRA LOS BIENES CULTURALES
360,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios)
361,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad)
362,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios)
363,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,373,Sustracción de objetos requisados por autoridad
364,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,413,Evasión mediante violencia o amenaza
365,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,414,Favorecimiento a la fuga
366,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,422,Negativa a administrar justicia
367,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,424,Omisión de ejercicio de la acción penal
368,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,425,Funcionario o servidor público (disposiciones comunes)
369,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-B,Revelación indebida de identidad
370,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,211,Suspensión ilícita de la exigibilidad de las obligaciones del deudor
371,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,S/Art,ATENTADOS CONTRA EL SISTEMA CREDITICIO
372,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA CONFIANZA Y LA BUENA FE EN LOS NEGOCIOS
373,CONTRA LA FE PUBLICA,DISPOSICIONES COMUNES,S/Art,DISPOSICIONES COMUNES
374,CONTRA LA LIBERTAD,OFENSAS AL PUDOR PUBLICO,182-A,"Publicación en los medios de comunicación sobre delitos de libertad sexual contra niñas, niños y adolescente"
375,CONTRA LA LIBERTAD,PROXENETISMO,S/Art,PROXENETISMO
376,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,161,Violación de correspondencia
377,CONTRA LA LIBERTAD,VIOLACION DEL SECRETO DE LAS COMUNICAC.,162-B,"Interferencia de comunicaciones electrónicas, de mensajería instantánea y similares"
378,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",288-C,Producción o comercialización de bebidas alcohólicas ilegales
379,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,276,Estragos especiales
380,CONTRA LA TRANQUILIDAD PUBLICA,DECRETO LEY 25475 (TERRORISMO),8,Obstaculización de acción de la justicia
381,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-C,Sicariato
382,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,358,Publicidad ilegal del sentido del voto
383,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,216,Copia o reproducción no autorizada
384,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS DE AUTOR Y CONEXOS,219,Plagio
385,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LOS DERECHOS INTELECTUALES (Sin especificar delito subgenérico),S/Art,DELITOS  CONTRA  LOS DERECHOS  INTELECTUALES
386,D.LEG 813. LEY PENAL TRIBUTARIA,D.LEG 813. LEY PENAL TRIBUTARIA (Sin especificar delito subgenérico),S/Art,D.LEG 813. LEY PENAL TRIBUTARIA
387,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,2,Defraudación tributaria (D.L. 813)
388,D.LEG 813. LEY PENAL TRIBUTARIA,DEFRAUDACION TRIBUTARIA,S/Art,DEFRAUDACION TRIBUTARIA (D.L. 813)
389,DELITOS ADUANEROS (LEY 28008),CONTRABANDO (D.ADUAN.),1,Contrabando.
390,DELITOS ADUANEROS (LEY 28008),DELITOS ADUANEROS (LEY 28008) (Sin especificar delito subgenérico),S/Art,DELITOS ADUANEROS (LEY 28008)
391,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308-A,Tráfico ilegal de especies acuáticas de la flora y fauna silvestre
392,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,S/Art,DELITOS INFORMÁTICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES
393,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INTIMIDAD Y EL SECRETO DE LAS COMUNICACIONES,6,Tráfico ilegal de datos
394,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,S/Art,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS
395,CONTRA EL ORDEN ECONOMICO,VENTA ILICITA DE MERCADERIAS,237,Venta ilegal de mercaderías
396,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,228,Extracción ilegal de bienes culturales
397,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,229,Omisión de deberes de funcionarios públicos
398,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,396,Corrupción pasiva de auxiliares jurisdiccionales (corrupción de funcionarios)
399,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-A,Abuso de autoridad condicionando ilegalmente la entrega de bienes y servicios
400,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,144,Fingimiento de embarazo o parto
401,CONTRA LA FE PUBLICA,DISPOSICIONES COMUNES,439,Fabricación o tenencia de instrumentos para falsificar (disposiciones comunes)
402,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",282,Forma culposa
403,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-B,Sustracción o arrebato de armas de fuego
